title,duration,release_date,genre,country,director,poster_URL
Aliens,137,1986,Thriller ,USA,James Cameron,https://m.media-amazon.com/images/M/MV5BN2NhMDk2MmEtZDQzOC00MmY5LThhYzAtMDdjZGFjOGZjMjdjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Exorcist,122,1973,Horror,USA,William Friedkin,https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Get Out,104,2017,Horror,USA,Jordan Peele,https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_FMjpg_UX1000_.jpg
Get Out,104,2017,Thriller ,USA,Jordan Peele,https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_FMjpg_UX1000_.jpg
Midsommar,147,2019,Horror,USA,Ari Aster,https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_FMjpg_UX1000_.jpg
Midsommar,147,2019,Horror,Sweden,Ari Aster,https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_FMjpg_UX1000_.jpg
The Battle of Algiers,121,1966,Drama,Italy,Gillo Pontecorvo,https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Battle of Algiers,121,1966,Drama,Algeria,Gillo Pontecorvo,https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Prayers for the Stolen,110,2021,Drama,Mexico,Tatiana Huezo,https://m.media-amazon.com/images/M/MV5BY2JlYWY3MWItZWJlZC00MzgzLTg1NzQtZTYxOGU1NmY2NTdjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Tempestad,105,2016,Documentary,Mexico,Tatiana Huezo,https://m.media-amazon.com/images/M/MV5BNmFkODRmYTEtYzA5My00MTAzLThjYTYtMGJkNDQ4MWZmZWRkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Comedy,France,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Comedy,Spain,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Science Fiction,France,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Science Fiction,Spain,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Animation,France,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Animation,Spain,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Drama,France,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Robot Dreams,102,2023,Drama,Spain,Pablo Berger,https://m.media-amazon.com/images/M/MV5BNjVhYWRkZjAtNTA1Mi00NDVkLWI2NjAtNzQxOTJlMWRjMDQ1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Rocky,120,1976,Drama,USA,John G. Avildsen,https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Innocent Voices,120,2004,Drama,Mexico,Luis Mandoki,https://m.media-amazon.com/images/M/MV5BZTE1NGU1MWYtNWE0NS00NTlhLWFiNjEtMjk4ZmI2YThkMjRiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Innocent Voices,120,2004,Drama,Puerto Rico,Luis Mandoki,https://m.media-amazon.com/images/M/MV5BZTE1NGU1MWYtNWE0NS00NTlhLWFiNjEtMjk4ZmI2YThkMjRiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Everything Everywhere All at Once,140,2002,Science Fiction,USA,Daniel Scheinert,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Everything Everywhere All at Once,140,2002,Science Fiction,USA,Daniel Kwan,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Everything Everywhere All at Once,140,2002,Comedy,USA,Daniel Scheinert,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Everything Everywhere All at Once,140,2002,Comedy,USA,Daniel Kwan,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Everything Everywhere All at Once,140,2002,Action,USA,Daniel Scheinert,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Everything Everywhere All at Once,140,2002,Action,USA,Daniel Kwan,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Ghost in the Shell,83,1995,Animation,Japan,Mamoru Oshii,https://m.media-amazon.com/images/M/MV5BNzljMjA3MTQtMjM1OS00OGJjLWJiYzctZDRiMTk1NWI5YzQ5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Ghost in the Shell,83,1995,Action,Japan,Mamoru Oshii,https://m.media-amazon.com/images/M/MV5BNzljMjA3MTQtMjM1OS00OGJjLWJiYzctZDRiMTk1NWI5YzQ5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Ghost in the Shell,83,1995,Science Fiction,Japan,Mamoru Oshii,https://m.media-amazon.com/images/M/MV5BNzljMjA3MTQtMjM1OS00OGJjLWJiYzctZDRiMTk1NWI5YzQ5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Taxi Driver,114,1976,Drama,USA,Martin Scorsese,https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Blade Runner,118,1982,Thriller ,USA,Ridley Scott,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Blade Runner,118,1982,Drama,USA,Ridley Scott,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Blade Runner,118,1982,Science Fiction,USA,Ridley Scott,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Denmark,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Finland,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,France,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Germany,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Iceland,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Netherlands,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Norway,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dancer in the Dark,140,2000,Drama,Sweden,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMDg3NWFlYWEtZjQ3Ny00Y2ZjLWI3ZWYtN2ZmMDA4MThkZTg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Come and See,142,1985,Drama,USSR,Elem Klimov,https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Stalker,162,1979,Drama,USSR,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BMDIzMDRiYjgtM2U1Yy00MjlhLTliODMtM2E5NDI5Njc3YmZkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Stalker,162,1979,Science Fiction,USSR,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BMDIzMDRiYjgtM2U1Yy00MjlhLTliODMtM2E5NDI5Njc3YmZkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Good Will Hunting,127,1997,Drama,USA,Gus Van Sant,https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
3 Idiots,171,2009,Drama,India,Rajkumar Hirani,https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
3 Idiots,171,2009,Comedy,India,Rajkumar Hirani,https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Porco Rosso,93,1992,Animation,Japan,Hayao Miyazaki,https://m.media-amazon.com/images/M/MV5BOGNjMDM1NWEtMzI4OC00YzdlLWJmMjktNmJiYTlkNTNlODM0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Canoa: a Shameful Memory,116,1976,Thriller ,Mexico,Felipe Cazals,https://m.media-amazon.com/images/M/MV5BZTcyZTVmYTAtNGM1Zi00NDY1LTkzZWUtY2NlNjdmNzRjNWU1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Canoa: a Shameful Memory,116,1976,Drama,Mexico,Felipe Cazals,https://m.media-amazon.com/images/M/MV5BZTcyZTVmYTAtNGM1Zi00NDY1LTkzZWUtY2NlNjdmNzRjNWU1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Wind Rises,126,2013,Animation,Japan,Hayao Miyazaki,https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_FMjpg_UX1000_.jpg
The Wind Rises,126,2013,Drama,Japan,Hayao Miyazaki,https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_FMjpg_UX1000_.jpg
Spirited Away,125,2001,Animation,Japan,Hayao Miyazaki,https://m.media-amazon.com/images/M/MV5BNTEyNmEwOWUtYzkyOC00ZTQ4LTllZmUtMjk0Y2YwOGUzYjRiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Nausicaa of the Valley of the Wind,117,1984,Animation,Japan,Hayao Miyazaki,https://m.media-amazon.com/images/M/MV5BODBhMTI3YzMtNTRjYS00OTFkLWJmODUtNjJiNzcwYTVkNDhiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Solaris,167,1972,Drama,USSR,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BYTYyMjU4MjItYzZkNy00NmIyLTg1ZGEtYTY5ZTEyM2U2NDM2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Solaris,167,1972,Science Fiction,USSR,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BYTYyMjU4MjItYzZkNy00NmIyLTg1ZGEtYTY5ZTEyM2U2NDM2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Nostalgia,124,1983,Drama,USSR,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BMWFjMGFhYzEtODZkZS00MDRjLWE2NGEtMWRhODcwMzNiN2I1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Nostalgia,124,1983,Romance,Italy,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BMWFjMGFhYzEtODZkZS00MDRjLWE2NGEtMWRhODcwMzNiN2I1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Nostalgia,124,1983,Romance,USSR,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BMWFjMGFhYzEtODZkZS00MDRjLWE2NGEtMWRhODcwMzNiN2I1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Nostalgia,124,1983,Drama,Italy,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BMWFjMGFhYzEtODZkZS00MDRjLWE2NGEtMWRhODcwMzNiN2I1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Sacrifice,149,1986,Drama,Sweden,Andrei Tarkovski,https://m.media-amazon.com/images/M/MV5BYWQ5ODRjNzktOTI2OC00ZGFhLWE1MGMtYjEyNTNjODA3NmNlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Happy Together,96,1997,Drama,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNzQ2YWYyMzUtMTAyZC00NDg1LWJjZmUtYWRjNzQxYzA4MWUwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Happy Together,96,1997,Romance,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNzQ2YWYyMzUtMTAyZC00NDg1LWJjZmUtYWRjNzQxYzA4MWUwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
In The Mood for Love,99,2000,Romance,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BN2Q4NjllMDgtOTk2Zi00YzM1LWJmOTMtNmRiZDgyZGJmMjQzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
In The Mood for Love,99,2000,Drama,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BN2Q4NjllMDgtOTk2Zi00YzM1LWJmOTMtNmRiZDgyZGJmMjQzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Fallen Angels,98,1995,Action,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNmE0ZDMxMzQtMjZhYS00MzBiLThlY2YtMzdlYTJjNGM4NThjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Fallen Angels,98,1995,Romance,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNmE0ZDMxMzQtMjZhYS00MzBiLThlY2YtMzdlYTJjNGM4NThjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Chungking Express,103,1993,Comedy,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNDQ4ZmYxODctZDVlZC00OTcxLWJjOGItZjRlMzk4MDA1Yjg1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Chungking Express,103,1993,Drama,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNDQ4ZmYxODctZDVlZC00OTcxLWJjOGItZjRlMzk4MDA1Yjg1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Chungking Express,103,1993,Romance,Hong Kong,Wong Kar-Wai,https://m.media-amazon.com/images/M/MV5BNDQ4ZmYxODctZDVlZC00OTcxLWJjOGItZjRlMzk4MDA1Yjg1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
GoodFellas,145,1990,Drama,USA,Martin Scorsese,https://m.media-amazon.com/images/M/MV5BN2E5NzI2ZGMtY2VjNi00YTRjLWI1MDUtZGY5OWU1MWJjZjRjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Killers of the Flower Moon,206,2023,Drama,USA,Martin Scorsese,https://m.media-amazon.com/images/M/MV5BZWY5ZDVjNTUtODI5Yy00MjFhLWEyM2EtYzZjM2VjZTI0MTBjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Wolf of Wall Street,180,2013,Drama,USA,Martin Scorsese,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_FMjpg_UX1000_.jpg
The Wolf of Wall Street,180,2013,Comedy,USA,Martin Scorsese,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_FMjpg_UX1000_.jpg
An Elephant Sitting Still,230,2018,Drama,China,Hu Bo,https://m.media-amazon.com/images/M/MV5BZDU1NGM3ZjAtYTM1My00ZmU5LTljNGQtYTljNmUyMGEwZjgxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Eraserhead,89,1977,Drama,USA,David Lynch,https://m.media-amazon.com/images/M/MV5BNGYxNzZkYzAtMDExMS00MzE1LTg5ZGItMTgzMzJhZWMyNTBjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Eraserhead,89,1977,Horror,USA,David Lynch,https://m.media-amazon.com/images/M/MV5BNGYxNzZkYzAtMDExMS00MzE1LTg5ZGItMTgzMzJhZWMyNTBjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Slumdog Millionaire,121,2008,Drama,UK,Danny Boyle,https://m.media-amazon.com/images/M/MV5BMTE5ZTRkYWEtZmU5MC00NDJjLTk3NmUtZGJlYTM2MmQ3NTJkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Slumdog Millionaire,121,2008,Romance,UK,Danny Boyle,https://m.media-amazon.com/images/M/MV5BMTE5ZTRkYWEtZmU5MC00NDJjLTk3NmUtZGJlYTM2MmQ3NTJkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Trainspotting,94,1996,Drama,UK,Danny Boyle,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Ne Zha 2,144,2025,Action,China,Jiao Zi,https://m.media-amazon.com/images/M/MV5BYjIyMDc3ZmQtZTQyYy00NDhhLTlmMWEtYzM3MDYwNjRmY2NkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Ne Zha 2,144,2025,Animation,China,Jiao Zi,https://m.media-amazon.com/images/M/MV5BYjIyMDc3ZmQtZTQyYy00NDhhLTlmMWEtYzM3MDYwNjRmY2NkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Brazil,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,China,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Denmark,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Egypt,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Ethiopia,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Ghana,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Indonesia,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Italy,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Japan,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Jordan,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Namibia,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Saudi Arabia,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,South Korea,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,Thailand,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,United Arab Emirates,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Samsara,102,2011,Documentary,USA,Ron Fricke,https://m.media-amazon.com/images/M/MV5BZjg5OGQ3YmItZWNlMi00ZjhkLWJjZTMtZjM4ZGRhNWZiMjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Elite Squad,115,2007,Drama,Brazil,Jose Padilha,https://m.media-amazon.com/images/M/MV5BZjU3Yzk3NzctYWNiNy00YWMzLThiOGItODc3NmEzODBkYjRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Elite Squad,115,2007,Action,Brazil,Jose Padilha,https://m.media-amazon.com/images/M/MV5BZjU3Yzk3NzctYWNiNy00YWMzLThiOGItODc3NmEzODBkYjRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Blade Runner 2049,164,2017,Science Fiction,USA,Denis Villeneuve,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_FMjpg_UX1000_.jpg
28 Weeks Later,99,2007,Horror,UK,Juan Carlos Fresnadillo,https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_FMjpg_UX1000_.jpg
28 Weeks Later,99,2007,Thriller ,UK,Juan Carlos Fresnadillo,https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_FMjpg_UX1000_.jpg
28 Years Later,115,2025,Horror,UK,Danny Boyle,https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
28 Years Later,115,2025,Thriller ,UK,Danny Boyle,https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
28 Years Later: The Bone Temple,109,2026,Horror,UK,Nia DaCosta,https://m.media-amazon.com/images/M/MV5BZGU2M2Y1YTItMWYxNS00NDYxLThhOTYtNjNhOWUzNjA3MTYwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
28 Years Later: The Bone Temple,109,2026,Thriller ,UK,Nia DaCosta,https://m.media-amazon.com/images/M/MV5BZGU2M2Y1YTItMWYxNS00NDYxLThhOTYtNjNhOWUzNjA3MTYwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
